1.389182842356917448e+06,8.056658048122772016e+02
1.501224885542337317e+06,5.125452518302614635e+02
1.509466741940872045e+06,5.065646540039475667e+02
1.504670890539561165e+06,5.089985345565059447e+02
1.488149096928348765e+06,5.208229831515991464e+02
1.437183118342549773e+06,5.529678667020167495e+02
1.414620143320901552e+06,6.284289492604851830e+02
1.411268955638550920e+06,6.441903455739412721e+02
1.492466466625024332e+06,5.178818166954523576e+02
1.458828176229262957e+06,5.331820889647273134e+02
1.394086874426302267e+06,7.591739682687763207e+02
1.479037014896033332e+06,5.275887682927882452e+02
1.410475543082795106e+06,6.643519997893168920e+02
1.425036700622651028e+06,5.881661926050678630e+02
1.404991341492091073e+06,6.879352084543605770e+02
1.432223542421166087e+06,5.679635268417631551e+02
1.539300554671564838e+06,4.973281977423747549e+02
1.393806769423314603e+06,7.723446477340421552e+02
1.442591723414931213e+06,5.440565470009921683e+02
1.422485310915899463e+06,5.959965268143205321e+02
1.515785253579656128e+06,5.041049691595825379e+02
1.391121228297411930e+06,7.848095992883280587e+02
1.416145459955300204e+06,6.225832004099281676e+02
1.454684711195871700e+06,5.340161188711598470e+02
1.391285226042696042e+06,7.828834407646495492e+02
1.495049410063726828e+06,5.142443443782807435e+02
1.426305241729282308e+06,5.878528014783341860e+02
1.428756721733218990e+06,5.773906490445760937e+02
1.413056104911178350e+06,6.416206181344612105e+02
1.436088275118427118e+06,5.595869396864330838e+02
1.406459415857521119e+06,6.814693317003669790e+02
1.396523105876284419e+06,7.489986934172817428e+02
1.440938286748558516e+06,5.453846420642427120e+02
1.399512224544422468e+06,7.232082265798978824e+02
1.467428289811091498e+06,5.317828166474416776e+02
1.397234549878081772e+06,7.375033653818743460e+02
1.399925793119857321e+06,7.207055456688524373e+02
1.527951920569472713e+06,4.999964528618693294e+02
1.402735879457513103e+06,7.057736499903463709e+02
1.448731596319300821e+06,5.399815511382713566e+02
1.517497275735345669e+06,5.035433362845259353e+02
1.432089381272811443e+06,5.708268883491479073e+02
1.427865404054114828e+06,5.782196230602540936e+02
1.418569433187566698e+06,6.065403102658262924e+02
1.402234936777150258e+06,7.136773541936001948e+02
1.408151200359123293e+06,6.733763647661311325e+02
1.448900814879589016e+06,5.340874251277527947e+02
1.538506082606338896e+06,4.974015971822697111e+02
1.472405537421028828e+06,5.294707266363957388e+02
1.389915443998802220e+06,8.033688178735541214e+02
