1.494916425204205327e+06,5.159238935169557863e+02
1.453290496724492870e+06,5.335416326727824980e+02
1.503455232966328273e+06,5.082393161522778655e+02
1.405491040479573887e+06,6.714923664559958070e+02
1.484184701478467789e+06,5.261234953207784883e+02
1.389168911598641891e+06,8.193767840959629893e+02
1.422280909891493618e+06,6.010179020175530695e+02
1.475138693547263741e+06,5.268594688650709941e+02
1.410861986327178543e+06,6.572081910859559457e+02
1.396730230537932599e+06,7.450399797957163628e+02
1.466325788113671122e+06,5.328708292882106434e+02
1.388722856969464105e+06,8.303760763988817644e+02
1.415148962179671973e+06,6.233303662780811010e+02
1.542103491141694831e+06,4.963437498915095603e+02
1.484364443979991833e+06,5.223429151306968379e+02
1.388633089379255194e+06,8.377368163412895683e+02
1.426596242183594499e+06,5.747354586077204885e+02
1.440994104596578050e+06,5.528289044315481533e+02
1.399196697897690348e+06,7.373743021263924220e+02
1.443559139297533082e+06,5.377324972361226401e+02
1.411804399653456639e+06,6.449812809827208184e+02
1.435196387161251158e+06,5.562365899148628614e+02
1.399256033273891546e+06,7.208250426661766141e+02
1.528090846904426813e+06,4.987476325737835623e+02
1.393853373925818596e+06,7.757255708892042776e+02
1.413715387784374878e+06,6.289169918609617298e+02
1.402684105269748019e+06,7.002059342332452161e+02
1.390282219575120136e+06,8.109314592286655170e+02
1.388633089379255194e+06,8.377368163412895683e+02
1.418418177733598277e+06,6.103468483809546115e+02
1.469300074291962432e+06,5.319175674502539550e+02
1.393551042016413296e+06,7.817805600418748782e+02
1.403269502479411196e+06,6.891289078257749452e+02
1.401934404031616636e+06,7.049143133161603600e+02
1.409799266392405611e+06,6.632396549513268837e+02
1.540299639023222961e+06,4.966107300494802530e+02
1.455484122491945513e+06,5.330955002724846281e+02
1.430467565556144575e+06,5.653390933760305188e+02
1.417135492868224625e+06,6.145689557753637473e+02
1.492702069951610407e+06,5.167671935025603034e+02
1.508595474714912008e+06,5.066286112145815537e+02
1.446332778198345564e+06,5.367446361716079082e+02
1.395852421549733495e+06,7.618028968888733061e+02
1.403377394564923830e+06,6.824198747391601501e+02
1.430541472647550050e+06,5.652335717040915597e+02
1.521323693517796928e+06,5.020480368921298009e+02
1.400161518054451793e+06,7.129821741210710115e+02
1.392684029613182414e+06,7.911446548481209220e+02
1.513959715300852433e+06,5.033065807213756102e+02
1.542103491141694831e+06,4.963437498915095603e+02
