5.506343729096126044e+05,3.783684709023884238e+02
5.505222926402449375e+05,3.798159255752063928e+02
5.586265489559920970e+05,3.569365913241155113e+02
5.813840815579886548e+05,3.203668277950977767e+02
5.900122151005943306e+05,3.159973972791780739e+02
5.680629732863205718e+05,3.364112314309097087e+02
5.537955183987834025e+05,3.737709422873577410e+02
6.024383190723706502e+05,3.131073667655975896e+02
6.732631537012178451e+05,3.058404080223469919e+02
5.367003660126937320e+05,4.300129716351170259e+02
6.876692410109019838e+05,3.053295500911928002e+02
5.635133069484153530e+05,3.428349903884459877e+02
6.113730907480427995e+05,3.117078659151118245e+02
5.486569181843259139e+05,3.859866280203191877e+02
5.365348441172435414e+05,4.306569476225253084e+02
5.578433730595299276e+05,3.585650417777192160e+02
5.734135906055443920e+05,3.342274607587941091e+02
5.739817352930791676e+05,3.305821482877468611e+02
5.464876522729244316e+05,3.958169627411733700e+02
5.222109450136141386e+05,4.678617377719424439e+02
5.956783649617626797e+05,3.145910877960455423e+02
5.348966070357304998e+05,4.386188186979809984e+02
5.433827606732726563e+05,4.027679963650739410e+02
6.465953493819120340e+05,3.066455020189463880e+02
5.972076287720538676e+05,3.139634584126201844e+02
6.391536435988825979e+05,3.070997295917989049e+02
5.434874110540904803e+05,4.015252683336555606e+02
5.558550631450647488e+05,3.707928645502071276e+02
6.266762754993343260e+05,3.086478306731363546e+02
5.794576769305239432e+05,3.250476734527529743e+02
5.166651195921577746e+05,4.964178944804557432e+02
5.171373027916086721e+05,4.893168251789405758e+02
5.403370685109499609e+05,4.125346966203190959e+02
6.815863017457625829e+05,3.057632487911801036e+02
5.329384900761879981e+05,4.474025594250611562e+02
6.319630634172459831e+05,3.080204077562366933e+02
5.421569160440997221e+05,4.102027446075506418e+02
5.615104698321293108e+05,3.518317149717697703e+02
5.300926769442234654e+05,4.551706416607879646e+02
6.576079348051750567e+05,3.059202997409128102e+02
5.118788239451174159e+05,5.001763843617843577e+02
5.558573543935829075e+05,3.645724936229560171e+02
5.248127845198042924e+05,4.600793955803877111e+02
6.516717204599519027e+05,3.064821875724177858e+02
5.171942928821188398e+05,4.799363481388194259e+02
5.229211098786117509e+05,4.661798500274354637e+02
5.865898591460234020e+05,3.197414325955420509e+02
6.161798946133508580e+05,3.108082620413916288e+02
5.116678138422053307e+05,5.005617136637789031e+02
5.465207670116411755e+05,3.892957152774641827e+02
